5: inc a.*
6: dec c.*
\d: jnz c -2.*

{a=12, b=0, c=0, d=0}
9: jnz d -2   {a=479002902, b=0, c=57, d=58}
10: inc a      {a=479002903, b=0, c=57, d=58}
11: dec d      {a=479002903, b=0, c=57, d=57}
9: jnz d -2   {a=479002903, b=0, c=57, d=57}
10: inc a      {a=479002904, b=0, c=57, d=57}
11: dec d      {a=479002904, b=0, c=57, d=56}
9: jnz d -2   {a=479002904, b=0, c=57, d=56}
10: inc a      {a=479002905, b=0, c=57, d=56}
11: dec d      {a=479002905, b=0, c=57, d=55}
9: jnz d -2   {a=479002905, b=0, c=57, d=55}
10: inc a      {a=479002906, b=0, c=57, d=55}
11: dec d      {a=479002906, b=0, c=57, d=54}
9: jnz d -2   {a=479002906, b=0, c=57, d=54}
10: inc a      {a=479002907, b=0, c=57, d=54}
11: dec d      {a=479002907, b=0, c=57, d=53}
9: jnz d -2   {a=479002907, b=0, c=57, d=53}
10: inc a      {a=479002908, b=0, c=57, d=53}
11: dec d      {a=479002908, b=0, c=57, d=52}
9: jnz d -2   {a=479002908, b=0, c=57, d=52}
10: inc a      {a=479002909, b=0, c=57, d=52}
11: dec d      {a=479002909, b=0, c=57, d=51}
9: jnz d -2   {a=479002909, b=0, c=57, d=51}
10: inc a      {a=479002910, b=0, c=57, d=51}
11: dec d      {a=479002910, b=0, c=57, d=50}
9: jnz d -2   {a=479002910, b=0, c=57, d=50}
10: inc a      {a=479002911, b=0, c=57, d=50}
11: dec d      {a=479002911, b=0, c=57, d=49}
9: jnz d -2   {a=479002911, b=0, c=57, d=49}
10: inc a      {a=479002912, b=0, c=57, d=49}
11: dec d      {a=479002912, b=0, c=57, d=48}
9: jnz d -2   {a=479002912, b=0, c=57, d=48}
10: inc a      {a=479002913, b=0, c=57, d=48}
11: dec d      {a=479002913, b=0, c=57, d=47}
9: jnz d -2   {a=479002913, b=0, c=57, d=47}
10: inc a      {a=479002914, b=0, c=57, d=47}
11: dec d      {a=479002914, b=0, c=57, d=46}
9: jnz d -2   {a=479002914, b=0, c=57, d=46}
10: inc a      {a=479002915, b=0, c=57, d=46}
11: dec d      {a=479002915, b=0, c=57, d=45}
9: jnz d -2   {a=479002915, b=0, c=57, d=45}
10: inc a      {a=479002916, b=0, c=57, d=45}
11: dec d      {a=479002916, b=0, c=57, d=44}
9: jnz d -2   {a=479002916, b=0, c=57, d=44}
10: inc a      {a=479002917, b=0, c=57, d=44}
11: dec d      {a=479002917, b=0, c=57, d=43}
9: jnz d -2   {a=479002917, b=0, c=57, d=43}
10: inc a      {a=479002918, b=0, c=57, d=43}
11: dec d      {a=479002918, b=0, c=57, d=42}
9: jnz d -2   {a=479002918, b=0, c=57, d=42}
10: inc a      {a=479002919, b=0, c=57, d=42}
11: dec d      {a=479002919, b=0, c=57, d=41}
9: jnz d -2   {a=479002919, b=0, c=57, d=41}
10: inc a      {a=479002920, b=0, c=57, d=41}
11: dec d      {a=479002920, b=0, c=57, d=40}
9: jnz d -2   {a=479002920, b=0, c=57, d=40}
10: inc a      {a=479002921, b=0, c=57, d=40}
11: dec d      {a=479002921, b=0, c=57, d=39}
9: jnz d -2   {a=479002921, b=0, c=57, d=39}
10: inc a      {a=479002922, b=0, c=57, d=39}
11: dec d      {a=479002922, b=0, c=57, d=38}
9: jnz d -2   {a=479002922, b=0, c=57, d=38}
10: inc a      {a=479002923, b=0, c=57, d=38}
11: dec d      {a=479002923, b=0, c=57, d=37}
9: jnz d -2   {a=479002923, b=0, c=57, d=37}
10: inc a      {a=479002924, b=0, c=57, d=37}
11: dec d      {a=479002924, b=0, c=57, d=36}
9: jnz d -2   {a=479002924, b=0, c=57, d=36}
10: inc a      {a=479002925, b=0, c=57, d=36}
11: dec d      {a=479002925, b=0, c=57, d=35}
9: jnz d -2   {a=479002925, b=0, c=57, d=35}
10: inc a      {a=479002926, b=0, c=57, d=35}
11: dec d      {a=479002926, b=0, c=57, d=34}
9: jnz d -2   {a=479002926, b=0, c=57, d=34}
10: inc a      {a=479002927, b=0, c=57, d=34}
11: dec d      {a=479002927, b=0, c=57, d=33}
9: jnz d -2   {a=479002927, b=0, c=57, d=33}
10: inc a      {a=479002928, b=0, c=57, d=33}
11: dec d      {a=479002928, b=0, c=57, d=32}
9: jnz d -2   {a=479002928, b=0, c=57, d=32}
10: inc a      {a=479002929, b=0, c=57, d=32}
11: dec d      {a=479002929, b=0, c=57, d=31}
9: jnz d -2   {a=479002929, b=0, c=57, d=31}
10: inc a      {a=479002930, b=0, c=57, d=31}
11: dec d      {a=479002930, b=0, c=57, d=30}
9: jnz d -2   {a=479002930, b=0, c=57, d=30}
10: inc a      {a=479002931, b=0, c=57, d=30}
11: dec d      {a=479002931, b=0, c=57, d=29}
9: jnz d -2   {a=479002931, b=0, c=57, d=29}
10: inc a      {a=479002932, b=0, c=57, d=29}
11: dec d      {a=479002932, b=0, c=57, d=28}
9: jnz d -2   {a=479002932, b=0, c=57, d=28}
10: inc a      {a=479002933, b=0, c=57, d=28}
11: dec d      {a=479002933, b=0, c=57, d=27}
9: jnz d -2   {a=479002933, b=0, c=57, d=27}
10: inc a      {a=479002934, b=0, c=57, d=27}
11: dec d      {a=479002934, b=0, c=57, d=26}
9: jnz d -2   {a=479002934, b=0, c=57, d=26}
10: inc a      {a=479002935, b=0, c=57, d=26}
11: dec d      {a=479002935, b=0, c=57, d=25}
9: jnz d -2   {a=479002935, b=0, c=57, d=25}
10: inc a      {a=479002936, b=0, c=57, d=25}
11: dec d      {a=479002936, b=0, c=57, d=24}
9: jnz d -2   {a=479002936, b=0, c=57, d=24}
10: inc a      {a=479002937, b=0, c=57, d=24}
11: dec d      {a=479002937, b=0, c=57, d=23}
9: jnz d -2   {a=479002937, b=0, c=57, d=23}
10: inc a      {a=479002938, b=0, c=57, d=23}
11: dec d      {a=479002938, b=0, c=57, d=22}
9: jnz d -2   {a=479002938, b=0, c=57, d=22}
10: inc a      {a=479002939, b=0, c=57, d=22}
11: dec d      {a=479002939, b=0, c=57, d=21}
9: jnz d -2   {a=479002939, b=0, c=57, d=21}
10: inc a      {a=479002940, b=0, c=57, d=21}
11: dec d      {a=479002940, b=0, c=57, d=20}
9: jnz d -2   {a=479002940, b=0, c=57, d=20}
10: inc a      {a=479002941, b=0, c=57, d=20}
11: dec d      {a=479002941, b=0, c=57, d=19}
9: jnz d -2   {a=479002941, b=0, c=57, d=19}
10: inc a      {a=479002942, b=0, c=57, d=19}
11: dec d      {a=479002942, b=0, c=57, d=18}
9: jnz d -2   {a=479002942, b=0, c=57, d=18}
10: inc a      {a=479002943, b=0, c=57, d=18}
11: dec d      {a=479002943, b=0, c=57, d=17}
9: jnz d -2   {a=479002943, b=0, c=57, d=17}
10: inc a      {a=479002944, b=0, c=57, d=17}
11: dec d      {a=479002944, b=0, c=57, d=16}
9: jnz d -2   {a=479002944, b=0, c=57, d=16}
10: inc a      {a=479002945, b=0, c=57, d=16}
11: dec d      {a=479002945, b=0, c=57, d=15}
9: jnz d -2   {a=479002945, b=0, c=57, d=15}
10: inc a      {a=479002946, b=0, c=57, d=15}
11: dec d      {a=479002946, b=0, c=57, d=14}
9: jnz d -2   {a=479002946, b=0, c=57, d=14}
10: inc a      {a=479002947, b=0, c=57, d=14}
11: dec d      {a=479002947, b=0, c=57, d=13}
9: jnz d -2   {a=479002947, b=0, c=57, d=13}
10: inc a      {a=479002948, b=0, c=57, d=13}
11: dec d      {a=479002948, b=0, c=57, d=12}
9: jnz d -2   {a=479002948, b=0, c=57, d=12}
10: inc a      {a=479002949, b=0, c=57, d=12}
11: dec d      {a=479002949, b=0, c=57, d=11}
9: jnz d -2   {a=479002949, b=0, c=57, d=11}
10: inc a      {a=479002950, b=0, c=57, d=11}
11: dec d      {a=479002950, b=0, c=57, d=10}
9: jnz d -2   {a=479002950, b=0, c=57, d=10}
10: inc a      {a=479002951, b=0, c=57, d=10}
11: dec d      {a=479002951, b=0, c=57, d=9}
9: jnz d -2   {a=479002951, b=0, c=57, d=9}
10: inc a      {a=479002952, b=0, c=57, d=9}
11: dec d      {a=479002952, b=0, c=57, d=8}
9: jnz d -2   {a=479002952, b=0, c=57, d=8}
10: inc a      {a=479002953, b=0, c=57, d=8}
11: dec d      {a=479002953, b=0, c=57, d=7}
9: jnz d -2   {a=479002953, b=0, c=57, d=7}
10: inc a      {a=479002954, b=0, c=57, d=7}
11: dec d      {a=479002954, b=0, c=57, d=6}
9: jnz d -2   {a=479002954, b=0, c=57, d=6}
10: inc a      {a=479002955, b=0, c=57, d=6}
11: dec d      {a=479002955, b=0, c=57, d=5}
9: jnz d -2   {a=479002955, b=0, c=57, d=5}
10: inc a      {a=479002956, b=0, c=57, d=5}
11: dec d      {a=479002956, b=0, c=57, d=4}
9: jnz d -2   {a=479002956, b=0, c=57, d=4}
10: inc a      {a=479002957, b=0, c=57, d=4}
11: dec d      {a=479002957, b=0, c=57, d=3}
9: jnz d -2   {a=479002957, b=0, c=57, d=3}
10: inc a      {a=479002958, b=0, c=57, d=3}
11: dec d      {a=479002958, b=0, c=57, d=2}
9: jnz d -2   {a=479002958, b=0, c=57, d=2}
10: inc a      {a=479002959, b=0, c=57, d=2}
11: dec d      {a=479002959, b=0, c=57, d=1}
9: jnz d -2   {a=479002959, b=0, c=57, d=1}
10: inc a      {a=479002960, b=0, c=57, d=1}
11: dec d      {a=479002960, b=0, c=57, d=0}
12: jnz d -2   {a=479002960, b=0, c=57, d=0}
13: dec c      {a=479002960, b=0, c=56, d=0}
8: jnz c -5   {a=479002960, b=0, c=56, d=0}
9: cpy 80 d   {a=479002960, b=0, c=56, d=80}
10: inc a      {a=479002961, b=0, c=56, d=80}
11: dec d      {a=479002961, b=0, c=56, d=79}
9: jnz d -2   {a=479002961, b=0, c=56, d=79}
10: inc a      {a=479002962, b=0, c=56, d=79}
11: dec d      {a=479002962, b=0, c=56, d=78}
9: jnz d -2   {a=479002962, b=0, c=56, d=78}
10: inc a      {a=479002963, b=0, c=56, d=78}
11: dec d      {a=479002963, b=0, c=56, d=77}
9: jnz d -2   {a=479002963, b=0, c=56, d=77}
10: inc a      {a=479002964, b=0, c=56, d=77}
11: dec d      {a=479002964, b=0, c=56, d=76}
9: jnz d -2   {a=479002964, b=0, c=56, d=76}
10: inc a      {a=479002965, b=0, c=56, d=76}
11: dec d      {a=479002965, b=0, c=56, d=75}
9: jnz d -2   {a=479002965, b=0, c=56, d=75}
10: inc a      {a=479002966, b=0, c=56, d=75}
11: dec d      {a=479002966, b=0, c=56, d=74}
9: jnz d -2   {a=479002966, b=0, c=56, d=74}
10: inc a      {a=479002967, b=0, c=56, d=74}
11: dec d      {a=479002967, b=0, c=56, d=73}
9: jnz d -2   {a=479002967, b=0, c=56, d=73}
10: inc a      {a=479002968, b=0, c=56, d=73}
11: dec d      {a=479002968, b=0, c=56, d=72}
9: jnz d -2   {a=479002968, b=0, c=56, d=72}
10: inc a      {a=479002969, b=0, c=56, d=72}
11: dec d      {a=479002969, b=0, c=56, d=71}
9: jnz d -2   {a=479002969, b=0, c=56, d=71}
10: inc a      {a=479002970, b=0, c=56, d=71}
11: dec d      {a=479002970, b=0, c=56, d=70}
9: jnz d -2   {a=479002970, b=0, c=56, d=70}
10: inc a      {a=479002971, b=0, c=56, d=70}
11: dec d      {a=479002971, b=0, c=56, d=69}
9: jnz d -2   {a=479002971, b=0, c=56, d=69}
10: inc a      {a=479002972, b=0, c=56, d=69}
11: dec d      {a=479002972, b=0, c=56, d=68}
9: jnz d -2   {a=479002972, b=0, c=56, d=68}
10: inc a      {a=479002973, b=0, c=56, d=68}
11: dec d      {a=479002973, b=0, c=56, d=67}
9: jnz d -2   {a=479002973, b=0, c=56, d=67}
10: inc a      {a=479002974, b=0, c=56, d=67}
11: dec d      {a=479002974, b=0, c=56, d=66}
9: jnz d -2   {a=479002974, b=0, c=56, d=66}
10: inc a      {a=479002975, b=0, c=56, d=66}
11: dec d      {a=479002975, b=0, c=56, d=65}
9: jnz d -2   {a=479002975, b=0, c=56, d=65}
10: inc a      {a=479002976, b=0, c=56, d=65}
11: dec d      {a=479002976, b=0, c=56, d=64}
9: jnz d -2   {a=479002976, b=0, c=56, d=64}
10: inc a      {a=479002977, b=0, c=56, d=64}
11: dec d      {a=479002977, b=0, c=56, d=63}
9: jnz d -2   {a=479002977, b=0, c=56, d=63}
10: inc a      {a=479002978, b=0, c=56, d=63}
11: dec d      {a=479002978, b=0, c=56, d=62}
9: jnz d -2   {a=479002978, b=0, c=56, d=62}
10: inc a      {a=479002979, b=0, c=56, d=62}
11: dec d      {a=479002979, b=0, c=56, d=61}
9: jnz d -2   {a=479002979, b=0, c=56, d=61}
10: inc a      {a=479002980, b=0, c=56, d=61}
11: dec d      {a=479002980, b=0, c=56, d=60}
9: jnz d -2   {a=479002980, b=0, c=56, d=60}
10: inc a      {a=479002981, b=0, c=56, d=60}
11: dec d      {a=479002981, b=0, c=56, d=59}
9: jnz d -2   {a=479002981, b=0, c=56, d=59}
10: inc a      {a=479002982, b=0, c=56, d=59}
11: dec d      {a=479002982, b=0, c=56, d=58}
9: jnz d -2   {a=479002982, b=0, c=56, d=58}
10: inc a      {a=479002983, b=0, c=56, d=58}
11: dec d      {a=479002983, b=0, c=56, d=57}
9: jnz d -2   {a=479002983, b=0, c=56, d=57}
10: inc a      {a=479002984, b=0, c=56, d=57}
11: dec d      {a=479002984, b=0, c=56, d=56}
9: jnz d -2   {a=479002984, b=0, c=56, d=56}
10: inc a      {a=479002985, b=0, c=56, d=56}
11: dec d      {a=479002985, b=0, c=56, d=55}
9: jnz d -2   {a=479002985, b=0, c=56, d=55}
10: inc a      {a=479002986, b=0, c=56, d=55}
11: dec d      {a=479002986, b=0, c=56, d=54}
9: jnz d -2   {a=479002986, b=0, c=56, d=54}
10: inc a      {a=479002987, b=0, c=56, d=54}
11: dec d      {a=479002987, b=0, c=56, d=53}
9: jnz d -2   {a=479002987, b=0, c=56, d=53}
10: inc a      {a=479002988, b=0, c=56, d=53}
11: dec d      {a=479002988, b=0, c=56, d=52}
9: jnz d -2   {a=479002988, b=0, c=56, d=52}
10: inc a      {a=479002989, b=0, c=56, d=52}
11: dec d      {a=479002989, b=0, c=56, d=51}
9: jnz d -2   {a=479002989, b=0, c=56, d=51}
10: inc a      {a=479002990, b=0, c=56, d=51}
11: dec d      {a=479002990, b=0, c=56, d=50}
9: jnz d -2   {a=479002990, b=0, c=56, d=50}
10: inc a      {a=479002991, b=0, c=56, d=50}
11: dec d      {a=479002991, b=0, c=56, d=49}
9: jnz d -2   {a=479002991, b=0, c=56, d=49}
10: inc a      {a=479002992, b=0, c=56, d=49}
11: dec d      {a=479002992, b=0, c=56, d=48}
9: jnz d -2   {a=479002992, b=0, c=56, d=48}
10: inc a      {a=479002993, b=0, c=56, d=48}
11: dec d      {a=479002993, b=0, c=56, d=47}
9: jnz d -2   {a=479002993, b=0, c=56, d=47}
10: inc a      {a=479002994, b=0, c=56, d=47}
11: dec d      {a=479002994, b=0, c=56, d=46}
9: jnz d -2   {a=479002994, b=0, c=56, d=46}
10: inc a      {a=479002995, b=0, c=56, d=46}
11: dec d      {a=479002995, b=0, c=56, d=45}
9: jnz d -2   {a=479002995, b=0, c=56, d=45}
10: inc a      {a=479002996, b=0, c=56, d=45}
11: dec d      {a=479002996, b=0, c=56, d=44}
9: jnz d -2   {a=479002996, b=0, c=56, d=44}
10: inc a      {a=479002997, b=0, c=56, d=44}
11: dec d      {a=479002997, b=0, c=56, d=43}
9: jnz d -2   {a=479002997, b=0, c=56, d=43}
10: inc a      {a=479002998, b=0, c=56, d=43}
11: dec d      {a=479002998, b=0, c=56, d=42}
9: jnz d -2   {a=479002998, b=0, c=56, d=42}
10: inc a      {a=479002999, b=0, c=56, d=42}
11: dec d      {a=479002999, b=0, c=56, d=41}
9: jnz d -2   {a=479002999, b=0, c=56, d=41}
10: inc a      {a=479003000, b=0, c=56, d=41}
11: dec d      {a=479003000, b=0, c=56, d=40}
9: jnz d -2   {a=479003000, b=0, c=56, d=40}
10: inc a      {a=479003001, b=0, c=56, d=40}
11: dec d      {a=479003001, b=0, c=56, d=39}
9: jnz d -2   {a=479003001, b=0, c=56, d=39}
10: inc a      {a=479003002, b=0, c=56, d=39}
11: dec d      {a=479003002, b=0, c=56, d=38}
9: jnz d -2   {a=479003002, b=0, c=56, d=38}
10: inc a      {a=479003003, b=0, c=56, d=38}
11: dec d      {a=479003003, b=0, c=56, d=37}
9: jnz d -2   {a=479003003, b=0, c=56, d=37}
10: inc a      {a=479003004, b=0, c=56, d=37}
11: dec d      {a=479003004, b=0, c=56, d=36}
9: jnz d -2   {a=479003004, b=0, c=56, d=36}
10: inc a      {a=479003005, b=0, c=56, d=36}
11: dec d      {a=479003005, b=0, c=56, d=35}
9: jnz d -2   {a=479003005, b=0, c=56, d=35}
10: inc a      {a=479003006, b=0, c=56, d=35}
11: dec d      {a=479003006, b=0, c=56, d=34}
9: jnz d -2   {a=479003006, b=0, c=56, d=34}
10: inc a      {a=479003007, b=0, c=56, d=34}
11: dec d      {a=479003007, b=0, c=56, d=33}
9: jnz d -2   {a=479003007, b=0, c=56, d=33}
10: inc a      {a=479003008, b=0, c=56, d=33}
11: dec d      {a=479003008, b=0, c=56, d=32}
9: jnz d -2   {a=479003008, b=0, c=56, d=32}
10: inc a      {a=479003009, b=0, c=56, d=32}
11: dec d      {a=479003009, b=0, c=56, d=31}
9: jnz d -2   {a=479003009, b=0, c=56, d=31}
10: inc a      {a=479003010, b=0, c=56, d=31}
11: dec d      {a=479003010, b=0, c=56, d=30}
9: jnz d -2   {a=479003010, b=0, c=56, d=30}
10: inc a      {a=479003011, b=0, c=56, d=30}
11: dec d      {a=479003011, b=0, c=56, d=29}
9: jnz d -2   {a=479003011, b=0, c=56, d=29}
10: inc a      {a=479003012, b=0, c=56, d=29}
11: dec d      {a=479003012, b=0, c=56, d=28}
9: jnz d -2   {a=479003012, b=0, c=56, d=28}
10: inc a      {a=479003013, b=0, c=56, d=28}
11: dec d      {a=479003013, b=0, c=56, d=27}
9: jnz d -2   {a=479003013, b=0, c=56, d=27}
10: inc a      {a=479003014, b=0, c=56, d=27}
11: dec d      {a=479003014, b=0, c=56, d=26}
9: jnz d -2   {a=479003014, b=0, c=56, d=26}
10: inc a      {a=479003015, b=0, c=56, d=26}
11: dec d      {a=479003015, b=0, c=56, d=25}
9: jnz d -2   {a=479003015, b=0, c=56, d=25}
10: inc a      {a=479003016, b=0, c=56, d=25}
11: dec d      {a=479003016, b=0, c=56, d=24}
9: jnz d -2   {a=479003016, b=0, c=56, d=24}
10: inc a      {a=479003017, b=0, c=56, d=24}
11: dec d      {a=479003017, b=0, c=56, d=23}
9: jnz d -2   {a=479003017, b=0, c=56, d=23}
10: inc a      {a=479003018, b=0, c=56, d=23}
11: dec d      {a=479003018, b=0, c=56, d=22}
9: jnz d -2   {a=479003018, b=0, c=56, d=22}
10: inc a      {a=479003019, b=0, c=56, d=22}
11: dec d      {a=479003019, b=0, c=56, d=21}
9: jnz d -2   {a=479003019, b=0, c=56, d=21}
10: inc a      {a=479003020, b=0, c=56, d=21}
11: dec d      {a=479003020, b=0, c=56, d=20}
9: jnz d -2   {a=479003020, b=0, c=56, d=20}
10: inc a      {a=479003021, b=0, c=56, d=20}
11: dec d      {a=479003021, b=0, c=56, d=19}
9: jnz d -2   {a=479003021, b=0, c=56, d=19}
10: inc a      {a=479003022, b=0, c=56, d=19}
11: dec d      {a=479003022, b=0, c=56, d=18}
9: jnz d -2   {a=479003022, b=0, c=56, d=18}
10: inc a      {a=479003023, b=0, c=56, d=18}
11: dec d      {a=479003023, b=0, c=56, d=17}
9: jnz d -2   {a=479003023, b=0, c=56, d=17}
10: inc a      {a=479003024, b=0, c=56, d=17}
11: dec d      {a=479003024, b=0, c=56, d=16}
9: jnz d -2   {a=479003024, b=0, c=56, d=16}
10: inc a      {a=479003025, b=0, c=56, d=16}
11: dec d      {a=479003025, b=0, c=56, d=15}
9: jnz d -2   {a=479003025, b=0, c=56, d=15}
10: inc a      {a=479003026, b=0, c=56, d=15}
11: dec d      {a=479003026, b=0, c=56, d=14}
9: jnz d -2   {a=479003026, b=0, c=56, d=14}
10: inc a      {a=479003027, b=0, c=56, d=14}
11: dec d      {a=479003027, b=0, c=56, d=13}
9: jnz d -2   {a=479003027, b=0, c=56, d=13}
10: inc a      {a=479003028, b=0, c=56, d=13}
11: dec d      {a=479003028, b=0, c=56, d=12}
9: jnz d -2   {a=479003028, b=0, c=56, d=12}
10: inc a      {a=479003029, b=0, c=56, d=12}
11: dec d      {a=479003029, b=0, c=56, d=11}
9: jnz d -2   {a=479003029, b=0, c=56, d=11}
10: inc a      {a=479003030, b=0, c=56, d=11}
11: dec d      {a=479003030, b=0, c=56, d=10}
9: jnz d -2   {a=479003030, b=0, c=56, d=10}
10: inc a      {a=479003031, b=0, c=56, d=10}
11: dec d      {a=479003031, b=0, c=56, d=9}
9: jnz d -2   {a=479003031, b=0, c=56, d=9}
10: inc a      {a=479003032, b=0, c=56, d=9}
11: dec d      {a=479003032, b=0, c=56, d=8}
9: jnz d -2   {a=479003032, b=0, c=56, d=8}
10: inc a      {a=479003033, b=0, c=56, d=8}
11: dec d      {a=479003033, b=0, c=56, d=7}
9: jnz d -2   {a=479003033, b=0, c=56, d=7}
10: inc a      {a=479003034, b=0, c=56, d=7}
11: dec d      {a=479003034, b=0, c=56, d=6}
9: jnz d -2   {a=479003034, b=0, c=56, d=6}
10: inc a      {a=479003035, b=0, c=56, d=6}
11: dec d      {a=479003035, b=0, c=56, d=5}
9: jnz d -2   {a=479003035, b=0, c=56, d=5}
10: inc a      {a=479003036, b=0, c=56, d=5}
11: dec d      {a=479003036, b=0, c=56, d=4}
9: jnz d -2   {a=479003036, b=0, c=56, d=4}
10: inc a      {a=479003037, b=0, c=56, d=4}
11: dec d      {a=479003037, b=0, c=56, d=3}
9: jnz d -2   {a=479003037, b=0, c=56, d=3}
10: inc a      {a=479003038, b=0, c=56, d=3}
11: dec d      {a=479003038, b=0, c=56, d=2}
9: jnz d -2   {a=479003038, b=0, c=56, d=2}
10: inc a      {a=479003039, b=0, c=56, d=2}
11: dec d      {a=479003039, b=0, c=56, d=1}
9: jnz d -2   {a=479003039, b=0, c=56, d=1}
10: inc a      {a=479003040, b=0, c=56, d=1}
11: dec d      {a=479003040, b=0, c=56, d=0}
12: jnz d -2   {a=479003040, b=0, c=56, d=0}
13: dec c      {a=479003040, b=0, c=55, d=0}
8: jnz c -5   {a=479003040, b=0, c=55, d=0}
9: cpy 80 d   {a=479003040, b=0, c=55, d=80}
10: inc a      {a=479003041, b=0, c=55, d=80}
11: dec d      {a=479003041, b=0, c=55, d=79}
9: jnz d -2   {a=479003041, b=0, c=55, d=79}
10: inc a      {a=479003042, b=0, c=55, d=79}
11: dec d      {a=479003042, b=0, c=55, d=78}
9: jnz d -2   {a=479003042, b=0, c=55, d=78}
10: inc a      {a=479003043, b=0, c=55, d=78}
11: dec d      {a=479003043, b=0, c=55, d=77}
9: jnz d -2   {a=479003043, b=0, c=55, d=77}
10: inc a      {a=479003044, b=0, c=55, d=77}
11: dec d      {a=479003044, b=0, c=55, d=76}
9: jnz d -2   {a=479003044, b=0, c=55, d=76}
10: inc a      {a=479003045, b=0, c=55, d=76}
11: dec d      {a=479003045, b=0, c=55, d=75}
9: jnz d -2   {a=479003045, b=0, c=55, d=75}
10: inc a      {a=479003046, b=0, c=55, d=75}
11: dec d      {a=479003046, b=0, c=55, d=74}
9: jnz d -2   {a=479003046, b=0, c=55, d=74}
10: inc a      {a=479003047, b=0, c=55, d=74}
11: dec d      {a=479003047, b=0, c=55, d=73}
9: jnz d -2   {a=479003047, b=0, c=55, d=73}
10: inc a      {a=479003048, b=0, c=55, d=73}
11: dec d      {a=479003048, b=0, c=55, d=72}
9: jnz d -2   {a=479003048, b=0, c=55, d=72}
10: inc a      {a=479003049, b=0, c=55, d=72}
11: dec d      {a=479003049, b=0, c=55, d=71}
9: jnz d -2   {a=479003049, b=0, c=55, d=71}
10: inc a      {a=479003050, b=0, c=55, d=71}
11: dec d      {a=479003050, b=0, c=55, d=70}
9: jnz d -2   {a=479003050, b=0, c=55, d=70}
10: inc a      {a=479003051, b=0, c=55, d=70}
11: dec d      {a=479003051, b=0, c=55, d=69}
9: jnz d -2   {a=479003051, b=0, c=55, d=69}
10: inc a      {a=479003052, b=0, c=55, d=69}
11: dec d      {a=479003052, b=0, c=55, d=68}
9: jnz d -2   {a=479003052, b=0, c=55, d=68}
10: inc a      {a=479003053, b=0, c=55, d=68}
11: dec d      {a=479003053, b=0, c=55, d=67}
9: jnz d -2   {a=479003053, b=0, c=55, d=67}
10: inc a      {a=479003054, b=0, c=55, d=67}
11: dec d      {a=479003054, b=0, c=55, d=66}
9: jnz d -2   {a=479003054, b=0, c=55, d=66}
10: inc a      {a=479003055, b=0, c=55, d=66}
11: dec d      {a=479003055, b=0, c=55, d=65}
9: jnz d -2   {a=479003055, b=0, c=55, d=65}
10: inc a      {a=479003056, b=0, c=55, d=65}
11: dec d      {a=479003056, b=0, c=55, d=64}
9: jnz d -2   {a=479003056, b=0, c=55, d=64}
10: inc a      {a=479003057, b=0, c=55, d=64}
11: dec d      {a=479003057, b=0, c=55, d=63}
9: jnz d -2   {a=479003057, b=0, c=55, d=63}
10: inc a      {a=479003058, b=0, c=55, d=63}
